model,sample,sample_n,free_parameter_n,requested_estimator,internal_estimator,parameterization,std_lv,standard_error_method,test_methods,information,information_meat,fitting_warning_n,residual_warning_n,converged,post_estimation_check_passed,loadings_checked,thresholds_checked,residuals_checked,variances_checked,improper_solution_present,standard_test_statistic,standard_test_degrees_of_freedom,standard_test_p_value,scaled_shifted_test_statistic,scaled_shifted_degrees_of_freedom,scaled_shifted_p_value,scaling_factor,shift_parameter,underlying_standard_statistic,correction_label,residual_convention,standardized_residual_variance_n,minimum_standardized_residual_variance,maximum_standardized_residual_variance,residual_variances_all_finite,residual_variances_all_positive,residual_variances_within_bounds,heywood_type_result_present,latent_factor_identification,conclusion_category,conclusion_label,lavaan_version,secondary_cfa_fitted,post_hoc_correlated_residuals_added,cfa_cross_loadings_added,items_deleted,bifactor_model_fitted,alternative_model_frozen_retrospectively
one_factor,validation,4138,36,WLSMV,DWLS,delta,TRUE,robust.sem,standard; scaled.shifted,expected; expected,first.order,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,271.5962439002758,27,NA,472.1330642450573,27,0,0.5780144748001235,2.255136025018622,271.5962439002758,simple second-order correction,observed minus model-implied correlation,9,0.23752832789838363,0.499605779119071,TRUE,TRUE,TRUE,FALSE,Factor variance fixed to 1 under std.lv = TRUE,mixed_evidence,Mixed evidence,0.6.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
